node_id,name,domain,type,notes_key,lecture_key,url_slug
NC41FF752,Monolithic Application,Software Engineering,concept,,LECTURE_519CABB9,
NC43CC7BE,Self-Prioritization,Psychology,concept,,LECTURE_72469D9D,
NC455FCD1,Knowledge Management,Project Management,concept,,LECTURE_04B1750C,
NC4C245C2,Genetic Variation,Genetics,concept,,LECTURE_1ED9F306,
NC5CC32B8,Change Management Plan,Project Management,concept,,LECTURE_04B1750C,
NC5DF46BA,Collective Action,Sociology,concept,,LECTURE_2F7C8FAA,
NC5F2027C,AWS Cloud,Cloud Computing,concept,,LECTURE_ADD11BA5,
NC6429C45,Highlighting Insights,Literature,concept,,LECTURE_208EFBD5,
NC693BA47,Data Structure,Software Engineering,concept,,LECTURE_6070C36A,
NC6E08498,HDBSCAN,Machine Learning,tool,,LECTURE_FD6F681E,
NC73A8AB5,FAISS,Machine Learning,tool,,LECTURE_FA9195CB,
NC75448EE,Bloom Filter,Data Structures,data structure,,LECTURE_AC2155EE,
NC75B564D,Framweworks,Software Architecture,concept,,,
NC76D1B0C,DHCP,Networking,concept,,LECTURE_4A7A895C,
NC7823F85,Slope vs Y-Intercept Hiring,Human Resources,concept,,LECTURE_38F8528D,
NC7C1A6EB,Critical Question,Personal Development,concept,,LECTURE_528D9988,
NC7D435F3,Bronze Weapons,History,concept,,LECTURE_0B86DC14,
NC834B612,MVP Development,Product Development,concept,,LECTURE_301259FF,
NC842EDF0,Directed Acyclic Graph (DAG),Graph Theory,concept,,LECTURE_CFC03C76,
NC90E00C4,Good Person,Ethics,concept,,LECTURE_0218A8D0,
NC92CA508,Cost Management,Project Management,concept,,LECTURE_04B1750C,
NC931A0A4,AI Integration,Artificial Intelligence,concept,,LECTURE_F504B342,
NC9573C88,EC2,Cloud Computing,tool,,LECTURE_5508256E,
NC97C3752,Confluent,Data Engineering,example,,LECTURE_E6D27EEF,
NC97DBC48,Transistor,Electronics,tool,,LECTURE_36519C04,
NC9A528BC,IAM,Cybersecurity,concept,,LECTURE_4A7A895C,
NC9E926C8,Flask Web App,Web Development,framework,,LECTURE_DC4552D3,
NCA14948C,Bhakti,Philosophy,concept,,LECTURE_7B97E73F,
NCA4255BE,Trump Accounts,Finance,concept,,LECTURE_D2E185AD,
NCAA66E55,TLS,Network Security,concept,,LECTURE_4A7A895C,
NCB00FF8B,Technical Architecture,Software Engineering,concept,,LECTURE_C3D1656A,
NCB1B1CDB,Stakeholder Management,Project Management,concept,,LECTURE_2A607A0A,
NCB2329C5,Site Reliability Engineering (SRE),Software Engineering,concept,,LECTURE_519CABB9,
NCB2C5821,EC2 Instance,Cloud Computing,concept,,LECTURE_183AD411,
NCB6101C0,The Bhagavad Gita,Philosophy,concept,,LECTURE_060FFFFC,
NCB689295,Distributed AI Inference,AI,concept,,LECTURE_1746DF03,
NCC47DF2D,Motivation,Psychology,concept,,LECTURE_8424A28F,
NCC5EAE58,JavaScript Equality Operators,Web Development,concept,,LECTURE_06093866,
NCC935824,Monolith,Software Architecture,concept,,LECTURE_F4CC3A9E,
NCCEBD9C8,Control,Psychology,concept,,LECTURE_B8A963AA,
NCDB16ADC,Big Data Tools,Big Data,concept,,LECTURE_F9FB8E15,
NCDCB94AC,LocalDocsTool,Machine Learning,tool,,LECTURE_AF1A687E,
NCE0C17E3,Integration Management,Project Management,concept,,LECTURE_04B1750C,
NCE5B45B0,Quote by Mac Miller,Philosophy,concept,,LECTURE_3DDDCD05,
ND146A94F,Self-Discipline,Psychology,concept,,LECTURE_54D239B1,
ND15FD4AD,OWASP Top 10,Application Security,concept,,LECTURE_0FB0854B,
ND1C6F2CE,Left Leaning Red Black Tree (LLRBT),Data Structures,concept,,LECTURE_F43ACB64,
ND23D54C5,User Preferences,User Experience,concept,,LECTURE_2371BE6B,
ND2CC868E,Business Case,Project Management,concept,,LECTURE_04B1750C,
ND2E8A9C9,Token,Cryptocurrency,concept,,LECTURE_28A0E794,
ND3377A2B,NVIDIA,general,concept,,,
ND3CB0CBD,Free-Write Journal,Education,concept,,LECTURE_2371BE6B,
ND426973C,Comment Vectorization,Machine Learning,concept,,LECTURE_FD6F681E,
ND478A9D8,Coinbase,Cryptocurrency,tool,,LECTURE_28A0E794,
ND4A4EB2A,Smart Contract,Blockchain,concept,,LECTURE_28A0E794,
ND50F55E4,Production vs. Consumption,Psychology,concept,,LECTURE_BED47364,
ND54C8233,Router,Networking,concept,,LECTURE_0FB0854B,
ND55F7BD5,Broken Authentication,Application Security,concept,,LECTURE_5AB9930B,
ND5FA0425,Generative Chemistry Models,Machine Learning,tool,,LECTURE_DF2A4682,
ND635B90B,Galileo Galilei,Science/History,concept,,LECTURE_63350267,
ND638E6E7,Healing,Mental Health,concept,,LECTURE_FF63B9B4,
ND65F8383,Data Automation Engineer,Data Engineering,concept,,LECTURE_E6D27EEF,
ND675716D,Fate Manipulation,Philosophy,concept,,LECTURE_325DF9E1,
ND69C6D7C,Conscription,Military Policy,concept,,LECTURE_0B86DC14,
ND73431A3,LLM (Large Language Model),Machine Learning,concept,,LECTURE_3118CDD4,
ND73B3FEF,Maladaptive Habits,Psychology,concept,,LECTURE_826E72F9,
ND76607D5,Indirect Feedback,Entrepreneurship,concept,,LECTURE_F6FFFE7D,
ND76E9E29,Beta Testing,Product Development,concept,,LECTURE_F6FFFE7D,
ND82BC9E1,Organismal Biology,Biology,concept,,LECTURE_4A4743F0,
ND8602A95,Self-Attention,Machine Learning,concept,,LECTURE_49B80B00,
ND874D90B,Agent Frameworks vs. Runtimes,AI/Agent Systems,concept,,LECTURE_D9FF5C3A,
ND8ACC515,AI Agent,Artificial Intelligence,concept,,LECTURE_301259FF,
ND8BAE224,Warmth in Home,Personal Experience,concept,,LECTURE_62CDE37E,
ND9103C7D,Lead Optimization,Pharmaceuticals,concept,,LECTURE_DF2A4682,
ND973FB79,SMILES Strings,Chemoinformatics,concept,,LECTURE_DF2A4682,
ND991A581,Library Borrowing,Reading Behavior,concept,,LECTURE_B86739F5,
ND9A5FA87,Mirror Reflection,Psychology,concept,,LECTURE_A1084227,
NDA227F0E,Transitive Closure,Graph Theory,concept,,LECTURE_CFC03C76,
NDA25596E,Continuous Delivery/Deployment,Software Development,concept,,LECTURE_2DBD3B21,
NDA350DF2,Reinforcement Learning (RL),Machine Learning,concept,,LECTURE_FA9195CB,
NDA8D4EB5,Blockchain,Technology,concept,,LECTURE_28A0E794,
NDBCB22C8,Pelvic Floor Therapy,Health,concept,,LECTURE_848696D7,
NDBDF51B7,Client-Server Architecture,Software Engineering,concept,,LECTURE_519CABB9,
NDC0B5B2B,Personas,User Experience,concept,,LECTURE_AAA53727,
NDC5423E9,BERT,Machine Learning,tool,,LECTURE_FD6F681E,
NDC67F6F2,HashiCorp,Cloud Computing,example,,LECTURE_E6D27EEF,
NDC7BE684,Implicit Feedback,Machine Learning,concept,,LECTURE_9A05F004,
NDCCF845F,Appetite for Sin,Psychology,concept,,LECTURE_A1084227,
NDD101CFA,Temperature,Machine Learning,concept,,LECTURE_3118CDD4,
NDD2DC24B,Palantir,Software Engineering,company,,LECTURE_85899DEF,
NDD30A3B1,Demographic and Economic Stagnation,Political Science,concept,,LECTURE_F6C8F9CE,
NDD90C64E,Pop Culture Mirrors,Cultural Studies,concept,,LECTURE_7B97E73F,
NDDBC881F,Trie,Data Structures,data structure,,LECTURE_CFC03C76,
NDDBCF173,Live Mapping Overlays,Military Technology,tool,,LECTURE_0B86DC14,
NDDBDA997,Project Charter,Project Management,concept,,LECTURE_04B1750C,
NDE2D1767,Value Vector,Machine Learning,concept,,LECTURE_5DF23AE9,
NDE629A0C,Query Vectors,Machine Learning,concept,,LECTURE_49B80B00,
NDE79D964,Topological Sort,Graph Theory,algorithm,,LECTURE_CFC03C76,
NDF1A8C1D,Components Directory,Web Development,concept,,LECTURE_FF5AA022,
NDF428137,Club Meetings Management System,Web Development,concept,,LECTURE_A094096A,
NDF5BD829,Counting Sort,Algorithms,concept,,LECTURE_F43ACB64,
NDF7B394E,Weighted Sum,Machine Learning,concept,,LECTURE_49B80B00,
NDF87A776,AlphaFold,Machine Learning,tool,,LECTURE_DF2A4682,
NDFAC6515,Non-Fungible Tokens (NFTs),Finance,concept,,LECTURE_38F8528D,
NDFC3A452,Nordic Model,Economics,concept,,LECTURE_E0A909D1,
NDFE4EC9C,Binary Search Tree (BST),Data Structures,concept,,LECTURE_F43ACB64,
NDFFF974B,Transport Layer Security (TLS),Security,protocol,,LECTURE_0FB0854B,
NE000FE25,Doomscrolling,Mental Health,concept,,LECTURE_208EFBD5,
NE0C20963,Stemming and Lemmatization,Natural Language Processing,concept,,LECTURE_7DB408EE,
NE13B0E04,Collaborative Filtering,Machine Learning,concept,,LECTURE_DC4552D3,
NE17DB88C,Union-Find,Data Structures,data structure,,LECTURE_F43ACB64,
NE1A1DCBE,Deployment,Web Development,concept,,LECTURE_DC4552D3,
NE1FDD300,C,general,concept,,,
NE2C3AA90,Kruskal's Algorithm,Algorithms,algorithm,,LECTURE_AC2155EE,
NE2E776A1,Notion,Productivity Software,tool,,LECTURE_36329128,
NE371F5B6,GPU Parallelism,Computer Science,concept,,LECTURE_3118CDD4,
NE3B9E699,Quantum Simulation,Quantum Computing,concept,,LECTURE_DF2A4682,
NE43948FB,Virtual Graffiti,Virtual Reality,concept,,LECTURE_6CEC7531,
NE45BB6D6,Sexual Reproduction,Biology,concept,,LECTURE_1ED9F306,
NE52E5275,Identifying Pain Points,Product Development,concept,,LECTURE_4E1F4103,
NE53309A7,Count Elements Differ By One,Computer Science,function,,LECTURE_51C9C7E4,
NE593C637,Procurement Management,Project Management,concept,,LECTURE_2A607A0A,
NE5AEBA34,SAP Software Solutions,Enterprise Software,concept,,LECTURE_5508256E,
NE5B1F0C1,Latency Reduction,Software Engineering,concept,,LECTURE_87D7CB99,
NE5EB155B,Airport Forecasting Models,Software Engineering,concept,,LECTURE_AFDC7B4A,
NE64D4A7C,Orphan Accounts,Identity Management,concept,,LECTURE_ADD11BA5,
NE64ED4BA,JavaScript Variable Declarations,Web Development,concept,,LECTURE_06093866,
NE6C07994,Music Prompts,Music Technology,concept,,LECTURE_6CEC7531,
NE6C6DC0C,Target Persona,User Research,concept,,LECTURE_712DFF13,
NE6EB88CD,Selection Sort,Algorithms,algorithm,,LECTURE_4EEEE106,
NE75AD39E,Root Cause Analysis,Operations,concept,,LECTURE_51C9C7E4,
NE77D912B,Python,general,concept,,,
NE7E94828,In-Q-Tel,Government,organization,,LECTURE_85899DEF,
NE82DF62B,Block,Productivity Software,concept,,LECTURE_36329128,
NE86250FD,San Francisco,Geography,concept,,LECTURE_AEB97E63,
NE8B345FA,Circular Doubly Linked List,Data Structures,data structure,,LECTURE_CFC03C76,
NE8D77D25,Decision-Making,Psychology,concept,,LECTURE_66A8A31C,
NE9747440,User Engagement,User Experience,concept,,LECTURE_54D239B1,
NEA298681,Hardy-Weinberg Equilibrium,Genetics,concept,,LECTURE_1ED9F306,
NEA641823,Autonomous Operation,Software Engineering,concept,,LECTURE_87D7CB99,
NEB28716E,Decentralized Physical Infrastructure Network (DePIN),Infrastructure,concept,,LECTURE_28A0E794,
NEB468E0B,Identity and Access Management (IAM),Security,concept,,LECTURE_0FB0854B,
NEBD83B04,Internal Struggles,Psychology,concept,,LECTURE_8424A28F,
NEC240EF5,Change Control,Project Management,concept,,LECTURE_2A607A0A,
NECB4F1C7,UMAP,Machine Learning,tool,,LECTURE_FD6F681E,
NED0E9439,Exoskeleton Suits,Robotics,concept,,LECTURE_0B86DC14,
NED2D9C7D,Personal Growth,Psychology,concept,,LECTURE_3DDDCD05,
NED4C8475,Attention Scores,Machine Learning,concept,,LECTURE_49B80B00,
NED9C7E37,Node.js,Software Engineering,concept,,LECTURE_0A79648B,
NEE3A2B04,NFT,Cryptocurrency,concept,,LECTURE_1746DF03,
NEE42BA1B,Continuous Integration,Software Engineering,concept,,LECTURE_2DBD3B21,
NEF42918C,Mutation,Genetics,concept,,LECTURE_1ED9F306,
NEFB8AE0A,Neural Collaborative Filtering (NCF),Machine Learning,concept,,LECTURE_FA9195CB,
NEFC7FC79,Clustering Methods,Data Mining,concept,,LECTURE_47D8F90C,
NEFEC047B,Centimeter Level Location Accuracy,Navigation,concept,,LECTURE_0B86DC14,
NF0536E61,Reports and Filters,Web Development,concept,,LECTURE_A094096A,
NF0C72C40,Coffee,Health,concept,,LECTURE_785DEF4D,
NF0D52FA9,Couple,Narrative,character,,LECTURE_ACB0FA44,
NF0FBDDBB,Quick Sort,Algorithms,algorithm,,LECTURE_4EEEE106,
NF10C195D,Complexity,Software Engineering,concept,,LECTURE_AFDC7B4A,
NF11457C6,Execution Flow,Machine Learning,concept,,LECTURE_7B8ACAD8,
NF126316E,Bit,Information Theory,concept,,LECTURE_36519C04,
NF13C7861,Interesting Thought,General,concept,,LECTURE_1B7CEAFE,
NF1409ED0,Antonio Gramsci,Philosophy,concept,,LECTURE_2F7C8FAA,
NF1E243E3,DJ Track Recommendation System,Music Technology,example,,LECTURE_F9FB8E15,
NF1EDC912,Overstimulation,Psychology,concept,,LECTURE_255958CC,
NF2073FF4,Recurrent Neural Networks,Machine Learning,concept,,LECTURE_5508256E,
NF2145BB2,CRISP-DM,Data Science,framework,,LECTURE_47D8F90C,
NF318621A,Character Arcs,Film Narrative,concept,,LECTURE_8928C1C9,
NF3522A86,Liberal Democracies,Political Science,concept,,LECTURE_85899DEF,
NF3D2A457,Algorithmic Filtering,Software Engineering,concept,,LECTURE_31D3A660,
NF3E5BDA0,DeleteTask,Software Engineering,function,,LECTURE_6070C36A,
NF46C0826,Adaptation,Evolutionary Biology,concept,,LECTURE_1ED9F306,
NF5028413,Mandela's Kurukshetra,History,concept,,LECTURE_7B97E73F,
NF52F4008,Complexity in Systems,Software Engineering,concept,,LECTURE_38F8528D,
NF559DD9C,Multi-Domain Use Cases,Human-Computer Interaction,concept,,LECTURE_F504B342,
NF564FD36,Positional Encoding,Machine Learning,concept,,LECTURE_49B80B00,
NF5761DE5,Missed Connection,Film Narrative,concept,,LECTURE_8928C1C9,
NF59459DC,Resource Links,Education Technology,concept,,LECTURE_208EFBD5,
NF59FBF53,Mendocino,Geography,concept,,LECTURE_AEB97E63,
NF5B76B73,Make Your Own Love,Film,concept,,LECTURE_8577D562,
NF5B96C4F,Client Server,Software Architecture,concept,,LECTURE_F4CC3A9E,
NF5D7F057,Multi-Factor Authentication (MFA),Security,concept,,LECTURE_ADD11BA5,
NF5EA208E,Uber,Software Engineering,concept,,LECTURE_AFDC7B4A,
NF5FD00FD,Renaissance,History/Art,concept,,LECTURE_2F7C8FAA,
NF6C3E577,Event-Driven Automation,General,concept,,LECTURE_34407DE2,
NF6F322C7,SpringBoot,Software Engineering,framework,,LECTURE_2DBD3B21,
NF6F3DA77,Self-Sabotage,Psychology,concept,,LECTURE_A1084227,
NF73C153D,Real Past Behaviors,User Research,concept,,LECTURE_4E1F4103,
NF7860C1F,Big-O Notation,Computer Science,concept,,LECTURE_67A7F7C6,
NF79D3B00,Social Connection,Psychology,concept,,LECTURE_FF63B9B4,
NF83B17FC,Outcome of Control,Psychology,concept,,LECTURE_A1084227,
NF86FD068,Legality of Content Use,Intellectual Property,concept,,LECTURE_208EFBD5,
NF9106E2E,Radix Sort,Algorithms,concept,,LECTURE_F43ACB64,
NF93ABDFB,Databricks,general,concept,,,
NFA0FFBC5,Amazon API-First,Software Engineering,concept,,LECTURE_9C6D40CF,
NFA733E7C,Zinc,Nutrition,concept,,LECTURE_E65B3313,
NFA82F7AE,Site Reliability GenAI Agent,Site Reliability Engineering,tool,,LECTURE_51C9C7E4,
NFAFB000A,Attention Score,Machine Learning,concept,,LECTURE_5DF23AE9,
NFB0F4581,Virtual Environment,Machine Learning,concept,,LECTURE_0A79648B,
NFB359D6B,Campaign Simulation / ROI Projection,Marketing,concept,,LECTURE_BC8B2DFD,
NFBBAA9FE,API Gateway,Software Engineering,concept,,LECTURE_519CABB9,
NFC98A387,Standardized Feedback,User Experience,concept,,LECTURE_4E1F4103,
NFE083D3C,Colorful Living,Personal Experience,concept,,LECTURE_62CDE37E,
NFE453A23,Splunk,Data Engineering,example,,LECTURE_E6D27EEF,
NFE828A98,Attention Mechanism,Machine Learning,concept,,LECTURE_9A05F004,
NFE9D0CF4,Next.js,Software Architecture,concept,,LECTURE_0A79648B,
NFEA664D6,Vices,Psychology,concept,,LECTURE_A1EA8BC0,
NFEDFC11D,Monitor and Control Project Work,Project Management,concept,,LECTURE_04B1750C,
NFEF185F5,Written Prompting,Human-Computer Interaction,concept,,LECTURE_103A28B8,
NFF11CB8B,sklearn,Machine Learning,tool,,LECTURE_FD6F681E,
NFF5A25F6,QA Automation Engineer,Quality Assurance,concept,,LECTURE_E6D27EEF,
